"","PMID","Title","Authors","Citation","First.Author","Journal.Book","Publication.Year","Create.Date","PMCID","NIHMS.ID","DOI"
"8200",37163560,"Extracellular vesicles from human plasma for biomarkers discovery: Impact of anticoagulants and isolation techniques","Bettio V, Mazzucco E, Antona A, Cracas S, Varalda M, Venetucci J, Bruno S, Chiabotto G, Venegoni C, Vasile A, Chiocchetti A, Quaglia M, Camussi G, Cantaluppi V, Panella M, Rolla R, Manfredi M, Capello D.","PLoS One. 2023 May 10;18(5):e0285440. doi: 10.1371/journal.pone.0285440. eCollection 2023.","Bettio V","PLoS One",2023,"2023/05/10","PMC10171685","","10.1371/journal.pone.0285440"
"8201",37355491,"Integration of bulk RNA sequencing data and single-cell RNA sequencing analysis on the heterogeneity in patients with colorectal cancer","Zhang J, Wu Y, Shen Z.","Funct Integr Genomics. 2023 Jun 24;23(3):209. doi: 10.1007/s10142-023-01102-3.","Zhang J","Funct Integr Genomics",2023,"2023/06/24","PMC10290593","","10.1007/s10142-023-01102-3"
"8202",37045909,"De novo full length transcriptome analysis of a naturally caffeine-free tea plant reveals specificity in secondary metabolic regulation","Mi X, Yang C, Qiao D, Tang M, Guo Y, Liang S, Li Y, Chen Z, Chen J.","Sci Rep. 2023 Apr 12;13(1):6015. doi: 10.1038/s41598-023-32435-5.","Mi X","Sci Rep",2023,"2023/04/12","PMC10097665","","10.1038/s41598-023-32435-5"
"8203",37993584,"NPLOC4 is a potential target and a poor prognostic signature in lung squamous cell carcinoma","Wang N, Zhu D, Liu Y, Wu J, Wang M, Jin S, Fu F, Li B, Ji H, Du C, Zheng Z.","Sci Rep. 2023 Nov 22;13(1):20430. doi: 10.1038/s41598-023-47782-6.","Wang N","Sci Rep",2023,"2023/11/22","PMC10665339","","10.1038/s41598-023-47782-6"
"8204",37176157,"Comprehensive Transcriptomic and Metabolic Profiling of Agrobacterium-tumefaciens-Infected Immature Wheat Embryos","Wang W, Guo J, Ma J, Wang Z, Zhang L, Wang Z, Meng M, Zhang C, Sun F, Xi Y.","Int J Mol Sci. 2023 May 8;24(9):8449. doi: 10.3390/ijms24098449.","Wang W","Int J Mol Sci",2023,"2023/05/13","PMC10179373","","10.3390/ijms24098449"
"8205",37580380,"Identification of tumor-related genes via RNA sequencing of tumor tissues in Xenopus tropicalis","Kitamura K, Yamamoto T, Ochi H, Suzuki M, Suzuki N, Igawa T, Yoshida T, Futakuchi M, Ogino H, Michiue T.","Sci Rep. 2023 Aug 14;13(1):13214. doi: 10.1038/s41598-023-40193-7.","Kitamura K","Sci Rep",2023,"2023/08/14","PMC10425369","","10.1038/s41598-023-40193-7"
"8206",37747012,"Study on the active ingredients and mechanism of Jiaotai Pill in the treatment of primary insomnia based on network pharmacology and GEO statistics: A review","Pan L, Wang Y, Guan R, Shi Q.","Medicine (Baltimore). 2023 Sep 22;102(38):e35253. doi: 10.1097/MD.0000000000035253.","Pan L","Medicine (Baltimore)",2023,"2023/09/25","PMC10519549","","10.1097/MD.0000000000035253"
"8207",36739739,"Dual RNA-seq of spleens extracted from channel catfish infected with Aeromonas veronii reveals novel insights into host-pathogen interactions","Qin G, Ai X, Xu J, Yang Y.","Ecotoxicol Environ Saf. 2023 Mar 1;252:114609. doi: 10.1016/j.ecoenv.2023.114609. Epub 2023 Feb 3.","Qin G","Ecotoxicol Environ Saf",2023,"2023/02/05","","","10.1016/j.ecoenv.2023.114609"
"8208",36713450,"Identification of EMT-related alternative splicing event of TMC7 to promote invasion and migration of pancreatic cancer","Weng Y, Qian H, Hong L, Zhao S, Deng X, Shen B.","Front Immunol. 2023 Jan 12;13:1089008. doi: 10.3389/fimmu.2022.1089008. eCollection 2022.","Weng Y","Front Immunol",2023,"2023/01/30","PMC9878378","","10.3389/fimmu.2022.1089008"
"8209",37038746,"Bioinformatics analysis of potential key ferroptosis-related genes involved in tubulointerstitial injury in patients with diabetic nephropathy","Ma LL, Bai Y, Liu WH, Diao ZL.","Ren Fail. 2023 Dec;45(1):2199095. doi: 10.1080/0886022X.2023.2199095.","Ma LL","Ren Fail",2023,"2023/04/11","PMC10101677","","10.1080/0886022X.2023.2199095"
"8210",37222580,"Genetic analysis of 23 Y-STR loci in the Va population from Yunnan Province, Southwest China","Yuan J, Huang L, Yin Y, Zhang X.","Ann Hum Biol. 2023 Feb;50(1):206-210. doi: 10.1080/03014460.2023.2197654.","Yuan J","Ann Hum Biol",2023,"2023/05/24","","","10.1080/03014460.2023.2197654"
"8211",37907329,"Multiscale network modeling reveals the gene regulatory landscape driving cancer prognosis in 32 cancer types","Xu P, Zhang B.","Genome Res. 2023 Oct;33(10):1806-1817. doi: 10.1101/gr.278063.123. Epub 2023 Oct 31.","Xu P","Genome Res",2023,"2023/10/31","PMC10691533","","10.1101/gr.278063.123"
"8212",37605165,"Extreme environmental adaptation mechanisms of Antarctic bryophytes are mainly the activation of antioxidants, secondary metabolites and photosynthetic pathways","Zhang L, Zhang Z, Cao J, Wang K, Qin L, Sun Y, Ju W, Qu C, Miao J.","BMC Plant Biol. 2023 Aug 22;23(1):399. doi: 10.1186/s12870-023-04366-w.","Zhang L","BMC Plant Biol",2023,"2023/08/22","PMC10464054","","10.1186/s12870-023-04366-w"
"8213",37864462,"Truncated Dyrk1A aggravates neuronal apoptosis by inhibiting ASF-mediated Bcl-x exon 2b inclusion","Zhang S, Zhong J, Xu L, Wu Y, Xu J, Shi J, Gu Z, Li X, Jin N.","CNS Neurosci Ther. 2024 Apr;30(4):e14493. doi: 10.1111/cns.14493. Epub 2023 Oct 21.","Zhang S","CNS Neurosci Ther",2024,"2023/10/21","PMC11017436","","10.1111/cns.14493"
"8214",36982347,"Cathepsin H Knockdown Reverses Radioresistance of Hepatocellular Carcinoma via Metabolic Switch Followed by Apoptosis","Chen Q, Qu S, Liang Z, Liu Y, Chen H, Ma S, Liu X.","Int J Mol Sci. 2023 Mar 9;24(6):5257. doi: 10.3390/ijms24065257.","Chen Q","Int J Mol Sci",2023,"2023/03/29","PMC10049059","","10.3390/ijms24065257"
"8215",36821578,"Metabolic Signatures of Youth Exposure to Mixtures of Per- and Polyfluoroalkyl Substances: A Multi-Cohort Study","Goodrich JA, Walker DI, He J, Lin X, Baumert BO, Hu X, Alderete TL, Chen Z, Valvi D, Fuentes ZC, Rock S, Wang H, Berhane K, Gilliland FD, Goran MI, Jones DP, Conti DV, Chatzi L.","Environ Health Perspect. 2023 Feb;131(2):27005. doi: 10.1289/EHP11372. Epub 2023 Feb 22.","Goodrich JA","Environ Health Perspect",2023,"2023/02/23","PMC9945578","","10.1289/EHP11372"
"8216",37948179,"Mutational antigenic landscape of prevailing H9N2 influenza virus hemagglutinin spectrum","Zhang J, Wang X, Chen Y, Ye H, Ding S, Zhang T, Liu Y, Li H, Huang L, Qi W, Liao M.","Cell Rep. 2023 Nov 28;42(11):113409. doi: 10.1016/j.celrep.2023.113409. Epub 2023 Nov 10.","Zhang J","Cell Rep",2023,"2023/11/10","","","10.1016/j.celrep.2023.113409"
"8217",37106402,"Prominent epigenetic and transcriptomic changes in CD4(+) and CD8(+) T cells during and after pregnancy in women with multiple sclerosis and controls","Zenere A, Hellberg S, Papapavlou Lingehed G, Svenvik M, Mellergård J, Dahle C, Vrethem M, Raffetseder J, Khademi M, Olsson T, Blomberg M, Jenmalm MC, Altafini C, Gustafsson M, Ernerudh J.","J Neuroinflammation. 2023 Apr 27;20(1):98. doi: 10.1186/s12974-023-02781-2.","Zenere A","J Neuroinflammation",2023,"2023/04/27","PMC10134602","","10.1186/s12974-023-02781-2"
"8218",37222510,"Highly sensitive detection of antimicrobial resistance genes in hospital wastewater using the multiplex hybrid capture target enrichment","Baba H, Kuroda M, Sekizuka T, Kanamori H.","mSphere. 2023 Aug 24;8(4):e0010023. doi: 10.1128/msphere.00100-23. Epub 2023 May 24.","Baba H","mSphere",2023,"2023/05/24","PMC10449491","","10.1128/msphere.00100-23"
"8219",38144563,"Multi-dimension metabolic prognostic model for gastric cancer","Feng W, Xu B, Zhu X.","Front Endocrinol (Lausanne). 2023 Dec 8;14:1228136. doi: 10.3389/fendo.2023.1228136. eCollection 2023.","Feng W","Front Endocrinol (Lausanne)",2023,"2023/12/25","PMC10748418","","10.3389/fendo.2023.1228136"
"8220",38040421,"Targeting integrin α5 in fibroblasts potentiates colorectal cancer response to PD-L1 blockade by affecting extracellular-matrix deposition","Lu L, Gao Y, Huang D, Liu H, Yin D, Li M, Zheng J, Wang S, Wu W, Zhao L, Bi D, Zhang Y, Song F, Xie R, Wang J, Qin H, Wei Q.","J Immunother Cancer. 2023 Dec 1;11(12):e007447. doi: 10.1136/jitc-2023-007447.","Lu L","J Immunother Cancer",2023,"2023/12/01","PMC10693881","","10.1136/jitc-2023-007447"
"8221",37247843,"Impact of Aneuploidy and Chromosome 9p Loss on Tumor Immune Microenvironment and Immune Checkpoint Inhibitor Efficacy in NSCLC","Alessi JV, Wang X, Elkrief A, Ricciuti B, Li YY, Gupta H, Spurr LF, Rizvi H, Luo J, Pecci F, Lamberti G, Recondo G, Venkatraman D, Di Federico A, Gandhi MM, Vaz VR, Nishino M, Sholl LM, Cherniack AD, Ladanyi M, Price A, Richards AL, Donoghue M, Lindsay J, Sharma B, Turner MM, Pfaff KL, Felt KD, Rodig SJ, Lin X, Meyerson ML, Johnson BE, Christiani DC, Schoenfeld AJ, Awad MM.","J Thorac Oncol. 2023 Nov;18(11):1524-1537. doi: 10.1016/j.jtho.2023.05.019. Epub 2023 May 27.","Alessi JV","J Thorac Oncol",2023,"2023/05/29","PMC10913104","NIHMS1965987","10.1016/j.jtho.2023.05.019"
"8222",36592704,"Molecular analysis of duodenal eosinophilia","Shoda T, Rochman M, Collins MH, Caldwell JM, Mack LE, Osswald GA, Mukkada VA, Putnam PE, Rothenberg ME.","J Allergy Clin Immunol. 2023 Apr;151(4):1027-1039. doi: 10.1016/j.jaci.2022.12.814. Epub 2022 Dec 30.","Shoda T","J Allergy Clin Immunol",2023,"2023/01/02","PMC10102870","NIHMS1888789","10.1016/j.jaci.2022.12.814"
"8223",38151195,"Drivers of cancer metastasis - Arise early and remain present","Dymerska D, Marusiak AA.","Biochim Biophys Acta Rev Cancer. 2024 Mar;1879(2):189060. doi: 10.1016/j.bbcan.2023.189060. Epub 2023 Dec 25.","Dymerska D","Biochim Biophys Acta Rev Cancer",2024,"2023/12/27","","","10.1016/j.bbcan.2023.189060"
"8224",37673200,"A novel strategy of integrating network pharmacology and transcriptome reveals antiapoptotic mechanisms of Buyang Huanwu Decoction in treating intracerebral hemorrhage","Cheng M, Li T, Hu E, Yan Q, Li H, Wang Y, Luo J, Tang T.","J Ethnopharmacol. 2024 Jan 30;319(Pt 1):117123. doi: 10.1016/j.jep.2023.117123. Epub 2023 Sep 4.","Cheng M","J Ethnopharmacol",2024,"2023/09/06","","","10.1016/j.jep.2023.117123"
"8225",37710165,"Physiological, metabolomic, and transcriptomic reveal metabolic pathway alterations in Gymnocypris przewalskii due to cold exposure","Liu S, Tian F, Qi D, Qi H, Wang Y, Xu S, Zhao K.","BMC Genomics. 2023 Sep 14;24(1):545. doi: 10.1186/s12864-023-09587-9.","Liu S","BMC Genomics",2023,"2023/09/14","PMC10500822","","10.1186/s12864-023-09587-9"
"8226",37488248,"Transmission disequilibrium analysis of whole genome data in childhood-onset systemic lupus erythematosus","Vazzana KM, Musolf AM, Bailey-Wilson JE, Hiraki LT, Silverman ED, Scott C, Dalgard CL, Hasni S, Deng Z, Kaplan MJ, Lewandowski LB.","Genes Immun. 2023 Aug;24(4):200-206. doi: 10.1038/s41435-023-00214-x. Epub 2023 Jul 24.","Vazzana KM","Genes Immun",2023,"2023/07/24","PMC10529982","NIHMS1923826","10.1038/s41435-023-00214-x"
"8227",37904707,"The CD2-CD58 axis: A novel marker predicting poor prognosis in patients with low-grade gliomas and potential therapeutic approaches","Wu M, Chen Y, Hua G, Chunhui L.","Immun Inflamm Dis. 2023 Oct;11(10):e1022. doi: 10.1002/iid3.1022.","Wu M","Immun Inflamm Dis",2023,"2023/10/31","PMC10571499","","10.1002/iid3.1022"
"8228",37371125,"Human Adult Renal Progenitor Cells Prevent Cisplatin-Nephrotoxicity by Inducing CYP1B1 Overexpression and miR-27b-3p Down-Regulation through Extracellular Vesicles","Franzin R, Stasi A, De Palma G, Picerno A, Curci C, Sebastiano S, Campioni M, Cicirelli A, Rizzo A, Di Lorenzo VF, Pontrelli P, Pertosa GB, Castellano G, Gesualdo L, Sallustio F.","Cells. 2023 Jun 17;12(12):1655. doi: 10.3390/cells12121655.","Franzin R","Cells",2023,"2023/06/28","PMC10296841","","10.3390/cells12121655"
"8229",36672898,"Evaluating the Genetic Effects of Gut Microbiota on the Development of Neuroticism and General Happiness: A Polygenic Score Analysis and Interaction Study Using UK Biobank Data","Jia Y, Cheng S, Liu L, Cheng B, Liang C, Ye J, Chu X, Yao Y, Wen Y, Kafle OP, Zhang F.","Genes (Basel). 2023 Jan 6;14(1):156. doi: 10.3390/genes14010156.","Jia Y","Genes (Basel)",2023,"2023/01/21","PMC9858947","","10.3390/genes14010156"
"8230",37318333,"Transcriptomic and Metabolomic Profiling Uncovers Response Mechanisms of Alicyclobacillus acidoterrestris DSM 3922(T) to Acid Stress","Xu J, Zhao N, Meng X, Li J, Zhang T, Xu R, Wei X, Fan M.","Microbiol Spectr. 2023 Aug 17;11(4):e0002223. doi: 10.1128/spectrum.00022-23. Epub 2023 Jun 15.","Xu J","Microbiol Spectr",2023,"2023/06/15","PMC10434157","","10.1128/spectrum.00022-23"
"8231",37372330,"Genome-Wide Tissue-Specific Genes Identification for Novel Tissue-Specific Promoters Discovery in Soybean","Yu L, Zhang H, Guan R, Li Y, Guo Y, Qiu L.","Genes (Basel). 2023 May 25;14(6):1150. doi: 10.3390/genes14061150.","Yu L","Genes (Basel)",2023,"2023/06/28","PMC10298445","","10.3390/genes14061150"
"8232",37723185,"A comprehensive analysis of the role of QPRT in breast cancer","Yan Y, Li L, Wang Z, Pang J, Guan X, Yuan Y, Xia Z, Yi W.","Sci Rep. 2023 Sep 18;13(1):15414. doi: 10.1038/s41598-023-42566-4.","Yan Y","Sci Rep",2023,"2023/09/18","PMC10507026","","10.1038/s41598-023-42566-4"
"8233",37682172,"ELOVL6 is associated with immunosuppression in lung adenocarcinoma through bioinformatics analysis","Chen B, Shen K, Zhang T, Gao WC.","Medicine (Baltimore). 2023 Sep 8;102(36):e35013. doi: 10.1097/MD.0000000000035013.","Chen B","Medicine (Baltimore)",2023,"2023/09/08","PMC10489423","","10.1097/MD.0000000000035013"
"8234",36793712,"AFM negatively regulates the infiltration of monocytes to mediate sepsis-associated acute kidney injury","Guo C, Fan Y, Cheng J, Deng Y, Zhang X, Chen Y, Jing H, Li W, Liu P, Xie J, Ning W, Chen H, Zhou J.","Front Immunol. 2023 Jan 30;14:1049536. doi: 10.3389/fimmu.2023.1049536. eCollection 2023.","Guo C","Front Immunol",2023,"2023/02/16","PMC9922996","","10.3389/fimmu.2023.1049536"
"8235",37489262,"New insights into the natural history of bronchopulmonary dysplasia from proteomics and multiplexed immunohistochemistry","Dylag AM, Misra RS, Bandyopadhyay G, Poole C, Huyck HL, Jehrio MG, Haak J, Deutsch GH, Dvorak C, Olson HM, Paurus V, Katzman PJ, Woo J, Purkerson JM, Adkins JN, Mariani TJ, Clair GC, Pryhuber GS.","Am J Physiol Lung Cell Mol Physiol. 2023 Oct 1;325(4):L419-L433. doi: 10.1152/ajplung.00130.2023. Epub 2023 Jul 25.","Dylag AM","Am J Physiol Lung Cell Mol Physiol",2023,"2023/07/25","PMC10642360","","10.1152/ajplung.00130.2023"
"8236",36602641,"FHL3 promotes the formation of fast glycolytic muscle fibers by interacting with YY1 and muscle glycolytic metabolism","Bai W, Zhang Y, Ma J, Du M, Xu H, Wang J, Zhang L, Li W, Hou Y, Liu X, Zhang X, Peng Y, Li J, Zhan X, Jiang W, Liu S, Liu X, Li Q, Miao Y, Sui M, Yang Y, Zhang S, Xu Z, Zuo B.","Cell Mol Life Sci. 2023 Jan 5;80(1):27. doi: 10.1007/s00018-022-04680-w.","Bai W","Cell Mol Life Sci",2023,"2023/01/05","PMC11073127","","10.1007/s00018-022-04680-w"
"8237",37967592,"MiR-20b-5p involves in vascular aging induced by hyperhomocysteinemia","Qin H, Hu LL, Wang WJ, Yu ZZ, Chen Y, Zhao YB, Liao YH, Zhang WL, Yang RQ.","Exp Gerontol. 2023 Dec;184:112330. doi: 10.1016/j.exger.2023.112330. Epub 2023 Nov 16.","Qin H","Exp Gerontol",2023,"2023/11/15","","","10.1016/j.exger.2023.112330"
"8238",37690693,"Binding of the nuclear ribonucleoprotein family member FUS to RNA prevents R-loop RNA:DNA hybrid structures","Thompson VF, Wieland DR, Mendoza-Leon V, Janis HI, Lay MA, Harrell LM, Schwartz JC.","J Biol Chem. 2023 Oct;299(10):105237. doi: 10.1016/j.jbc.2023.105237. Epub 2023 Sep 9.","Thompson VF","J Biol Chem",2023,"2023/09/10","PMC10556777","","10.1016/j.jbc.2023.105237"
"8239",37239422,"Modulation of Fat Deposition-Gut Interactions in Obese Mice by Administrating with Nobiletin","Zhao C, Guo J, Du C, Xu Y.","Genes (Basel). 2023 May 10;14(5):1062. doi: 10.3390/genes14051062.","Zhao C","Genes (Basel)",2023,"2023/05/27","PMC10217980","","10.3390/genes14051062"
"8240",37214088,"Identification of immune-related genes in acute myocardial infarction based on integrated bioinformatical methods and experimental verification","Liu J, Chen L, Zheng X, Guo C.","PeerJ. 2023 May 16;11:e15058. doi: 10.7717/peerj.15058. eCollection 2023.","Liu J","PeerJ",2023,"2023/05/22","PMC10198157","","10.7717/peerj.15058"
"8241",37180113,"A novel prognostic signatures based on metastasis- and immune-related gene pairs for colorectal cancer","Pan B, Yue Y, Ding W, Sun L, Xu M, Wang S.","Front Immunol. 2023 Apr 26;14:1161382. doi: 10.3389/fimmu.2023.1161382. eCollection 2023.","Pan B","Front Immunol",2023,"2023/05/14","PMC10169605","","10.3389/fimmu.2023.1161382"
"8242",37147395,"Comprehensive prediction of immune microenvironment and hot and cold tumor differentiation in cutaneous melanoma based on necroptosis-related lncRNA","Zhang M, Yang L, Wang Y, Zuo Y, Chen D, Guo X.","Sci Rep. 2023 May 5;13(1):7299. doi: 10.1038/s41598-023-34238-0.","Zhang M","Sci Rep",2023,"2023/05/05","PMC10163022","","10.1038/s41598-023-34238-0"
"8243",38140632,"Phylogenetic Analysis of Hepatitis C Virus Infections in a Large Belgian Cohort Using Next-Generation Sequencing of Full-Length Genomes","Christensen KT, Pierard F, Bonsall D, Bowden R, Barnes E, Florence E, Ansari MA, Nguyen D, de Cesare M, Nevens F, Robaeys G, Schrooten Y, Busschots D, Simmonds P, Vandamme AM, Van Wijngaerden E, Dierckx T, Cuypers L, Van Laethem K.","Viruses. 2023 Dec 8;15(12):2391. doi: 10.3390/v15122391.","Christensen KT","Viruses",2023,"2023/12/23","PMC10747466","","10.3390/v15122391"
"8244",37098532,"Comprehensive research into prognostic and immune signatures of transcription factor family in breast cancer","Wu Q, Zheng S, Lin N, Xie X.","BMC Med Genomics. 2023 Apr 25;16(1):87. doi: 10.1186/s12920-023-01521-y.","Wu Q","BMC Med Genomics",2023,"2023/04/25","PMC10127334","","10.1186/s12920-023-01521-y"
"8245",38019944,"ROCCO: a robust method for detection of open chromatin via convex optimization","Hamilton NH, Furey TS.","Bioinformatics. 2023 Dec 1;39(12):btad725. doi: 10.1093/bioinformatics/btad725.","Hamilton NH","Bioinformatics",2023,"2023/11/29","PMC10715771","","10.1093/bioinformatics/btad725"
"8246",37510412,"Genome-Wide RADseq Reveals Genetic Differentiation of Wild and Cultured Populations of Large Yellow Croaker","Zhang K, Zhou Y, Song W, Jiang L, Yan X.","Genes (Basel). 2023 Jul 24;14(7):1508. doi: 10.3390/genes14071508.","Zhang K","Genes (Basel)",2023,"2023/07/29","PMC10379082","","10.3390/genes14071508"
"8247",37795097,"Single-cell sequencing of tumor-associated macrophages in a Drosophila model","Khalili D, Mohammed M, Kunc M, Sindlerova M, Ankarklev J, Theopold U.","Front Immunol. 2023 Sep 19;14:1243797. doi: 10.3389/fimmu.2023.1243797. eCollection 2023.","Khalili D","Front Immunol",2023,"2023/10/05","PMC10546068","","10.3389/fimmu.2023.1243797"
"8248",37553382,"A novel quantitative targeted analysis of X-chromosome inactivation (XCI) using nanopore sequencing","Johansson J, Lidéus S, Höijer I, Ameur A, Gudmundsson S, Annerén G, Bondeson ML, Wilbe M.","Sci Rep. 2023 Aug 8;13(1):12856. doi: 10.1038/s41598-023-34413-3.","Johansson J","Sci Rep",2023,"2023/08/08","PMC10409790","","10.1038/s41598-023-34413-3"
"8249",37231081,"PANoptosis-related prognostic signature predicts overall survival of cutaneous melanoma and provides insights into immune infiltration landscape","Wang W, Zhou Q, Lan L, Xu X.","Sci Rep. 2023 May 25;13(1):8449. doi: 10.1038/s41598-023-35462-4.","Wang W","Sci Rep",2023,"2023/05/25","PMC10213036","","10.1038/s41598-023-35462-4"
"8250",37747031,"Molecular basis of breast cancer with comorbid depression and the mechanistic insights of Xiaoyaosan in treating breast cancer-associated depression","Chen G.","Medicine (Baltimore). 2023 Sep 22;102(38):e35157. doi: 10.1097/MD.0000000000035157.","Chen G","Medicine (Baltimore)",2023,"2023/09/25","PMC10519572","","10.1097/MD.0000000000035157"
